165129,1,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,0,3,1,0,0,2,2,0,1,2,2,0,1,0,1,2,1,0,3,2,1,4,1,2,4,1,3,1,3,1,4,2,3,2,2,3,2,3,5,2,3,2,1,3,1,1,3,6,3,6,5,6,3,8,12,5,5,5,9,6,9,3,8,6,12,7,15,5,13,16,13,12,19,9,19,12,14,13,19,12,17,8,22,16,19,17,12,12,18,18,18,13,13,17,17,16,17,10,19,22,17,13,18,19,10,13,14,22,13,14,9,14,9,21,13,18,18,19,11,12,13,9,12,12,15,14,10,11,7,13,11,13,7,6,1,4,4,6,5,2,6,3,6,5,3,5,6,3,1,4,2,3,1,6,5,4,0,9,1,5,3,3,7,1,4,1,6,2,2,1,6,1,2,3,5,2,3,4,3,2,5,4,0,2,0,1,4,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164182,2,4,2,3,7,8,7,5,11,8,6,8,5,11,5,8,4,2,7,5,3,8,6,8,6,14,13,7,7,13,11,13,12,18,14,12,16,18,15,19,16,15,17,23,21,15,36,34,26,18,26,32,24,20,30,27,33,22,34,33,27,34,29,28,24,34,28,34,29,28,32,36,20,33,37,26,29,22,29,36,23,26,25,26,22,23,14,20,21,25,16,9,12,17,10,14,11,10,6,6,5,4,10,6,7,7,12,10,4,9,3,7,5,5,2,2,3,2,2,2,3,2,7,3,3,4,1,1,6,3,1,2,3,2,2,1,0,2,4,0,1,2,2,2,3,2,0,1,1,4,1,1,2,3,1,2,3,2,0,2,2,2,1,3,9,1,5,4,6,3,8,5,6,4,5,1,7,8,2,3,3,4,5,2,5,3,1,4,4,5,1,7,6,7,4,5,4,1,7,6,3,6,7,4,3,3,5,6,3,6,2,2,11,3,4,6,2,4,5,3,0,5,2,6,5,1,3,3,4,0,6,3,4,2,3,2,0,3,5,2,2,1,1,2,0,2,0,4,1,0,3,1,2,2,5,1
164571,0,0,0,0,0,1,1,1,0,1,3,1,2,4,2,2,5,3,1,9,2,6,8,5,8,17,8,12,18,13,22,14,33,29,16,31,26,31,33,32,26,39,36,29,44,47,56,38,48,58,46,52,47,36,36,50,39,42,32,45,35,48,43,23,36,38,34,27,29,27,23,19,19,22,18,21,15,23,21,10,12,12,11,14,14,6,9,9,5,7,3,4,4,5,3,2,7,5,0,1,3,3,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,3,1,1,3,2,3,2,4,4,4,3,3,3,4,3,4,4,9,6,7,5,7,14,6,9,9,12,6,12,10,10,16,13,16,13,19,15,27,13,22,24,22,29,23,18,25,36,32,36,26,29,22,32,43,29,40,38,32,49,40,40,42,37,46,37,34,33,25,31,37,33,37,35,36,26,31,27,20,20,30,23,17,18,19,14,15,9,14,6,12,9,8,8,7,3,1,4,6,3,2,1,1,0,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165481,0,1,0,0,1,0,2,1,1,0,0,1,0,0,1,0,1,1,0,1,2,2,0,1,1,5,4,2,2,0,0,3,5,1,3,0,1,1,5,3,3,3,4,2,2,4,6,2,3,8,5,3,5,5,9,7,2,8,4,6,4,3,4,5,5,6,13,5,10,13,6,8,8,4,9,13,12,9,5,5,6,11,6,8,6,4,5,6,8,8,9,9,12,8,9,5,8,7,10,5,7,12,6,11,9,2,6,4,8,4,8,10,11,6,8,8,6,5,9,11,6,1,4,4,9,5,6,7,9,6,6,5,4,7,7,7,4,3,3,7,3,2,1,6,2,8,3,7,6,4,1,4,1,3,3,2,1,2,2,4,3,4,3,2,3,1,0,7,2,2,4,1,1,5,5,5,3,5,1,1,7,4,6,3,5,4,5,2,3,3,0,5,3,1,3,1,6,4,7,4,5,2,0,5,4,2,2,4,0,5,4,3,2,5,3,2,3,2,1,4,4,1,0,3,7,2,1,1,3,4,3,3,4,2,0,3,1,3,0,1,0,2,0,0,0,1,0,0,1,1,1,2,5,0,2,0
164488,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,0,1,1,2,0,0,0,2,0,0,2,3,1,1,0,2,1,1,1,0,1,1,1,1,2,1,0,1,3,1,2,0,1,0,2,1,5,0,1,0,0,2,2,1,1,2,0,2,6,0,2,4,3,2,1,2,0,3,6,4,3,2,0,2,3,7,6,3,1,3,6,4,5,1,7,1,3,2,7,1,3,3,3,4,1,9,3,3,7,2,1,5,7,6,1,4,9,10,2,4,4,9,6,5,6,6,12,12,9,17,9,11,13,15,19,13,21,16,16,16,24,30,25,24,22,24,32,26,32,30,33,36,43,33,26,32,30,32,29,46,36,30,27,36,24,20,39,24,27,30,23,22,30,29,16,22,21,29,18,20,16,17,24,19,17,21,17,21,17,15,13,14,5,12,9,9,19,9,6,9,11,9,7,8,6,6,7,5,4,3,5,5,6,1,1,3,2,2,3,2,4,0,2,0
164031,2,2,2,3,1,0,4,3,0,0,3,1,0,3,0,2,5,1,2,2,1,4,1,3,1,1,5,0,4,2,2,2,1,0,0,4,1,0,3,3,3,1,0,0,1,0,1,0,0,1,2,3,3,1,2,0,0,1,1,0,2,2,0,0,1,4,3,2,2,1,2,2,0,2,1,2,3,2,5,2,2,2,1,0,2,4,3,1,4,1,3,1,1,2,0,1,5,1,2,3,1,2,2,3,2,0,2,0,2,1,2,3,2,0,2,1,1,1,3,1,2,0,5,3,0,5,2,3,3,2,4,3,3,4,2,4,5,4,5,4,5,4,4,4,3,3,8,9,8,9,4,9,9,7,11,14,12,12,13,17,14,22,16,25,21,25,25,34,36,24,27,30,39,38,39,45,32,35,35,45,36,38,44,53,47,46,53,45,52,38,46,47,40,34,39,36,40,31,33,32,18,24,33,28,23,24,23,25,23,30,15,21,14,20,20,17,11,14,11,11,7,8,13,12,10,10,7,10,6,4,3,5,6,7,12,9,2,3,6,11,7,4,4,3,3,2,2,2,2,5,2,2,2,1,5,0
164494,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,2,1,0,2,0,0,0,1,1,0,0,1,1,1,2,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,2,1,0,3,2,1,0,0,2,3,1,2,0,0,3,2,1,3,2,3,1,2,3,3,4,6,3,1,5,6,4,8,8,4,6,12,7,6,13,5,8,12,27,13,14,18,20,17,19,22,20,25,33,28,21,26,28,30,32,42,32,25,23,42,37,26,34,27,41,29,31,33,24,29,34,28,43,36,39,28,31,28,26,27,25,20,34,32,33,25,31,25,28,23,24,25,26,17,21,22,21,16,13,15,19,16,17,14,16,3,11,4,5,4,2,3,2,3,4,1,0,0,4,0
165652,4,4,5,4,6,6,2,6,8,10,3,4,6,11,11,11,15,11,16,11,12,10,15,13,20,10,17,14,8,9,7,7,3,2,2,11,6,6,3,4,11,8,2,10,4,4,3,5,7,1,6,7,6,8,5,4,4,2,7,5,2,9,5,8,2,8,5,7,3,6,4,7,4,2,4,4,2,3,3,4,5,4,4,2,3,3,4,5,2,4,1,3,3,5,4,3,3,5,3,3,3,3,2,4,1,3,2,2,3,3,5,1,1,5,4,3,1,2,3,1,2,3,3,2,2,4,3,3,1,2,1,4,6,4,3,1,0,4,0,2,3,0,0,3,3,1,4,0,2,1,2,4,2,2,1,1,3,1,0,0,2,3,3,1,2,1,2,4,2,6,5,1,3,2,3,6,3,3,6,4,2,3,0,3,2,2,0,2,1,0,2,1,2,1,2,2,2,1,2,0,0,1,1,0,0,2,0,2,2,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
164730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,1,1,1,0,3,1,7,3,5,2,4,6,6,4,6,5,10,7,13,8,13,9,14,14,15,16,19,12,23,26,20,22,16,29,16,23,11,25,30,25,34,31,27,37,35,28,26,32,35,30,36,32,29,40,40,51,33,39,31,26,29,28,21,26,37,36,28,29,24,23,14,15,24,19,22,19,16,14,18,14,14,18,10,6,14,12,10,6,10,7,7,3,5,7,4,3,1,4,1,3,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
